year,month,day,births,day_of_year,day_of_week
1971,9,25,9584,269,6
1971,9,26,9380,270,7
1971,9,27,10786,271,1
1971,9,28,11472,272,2
1971,9,29,10990,273,3
1971,9,30,10908,274,4
1971,10,1,10922,275,5
1971,10,2,9606,276,6
1971,10,3,8800,277,7
1971,10,4,10606,278,1
1971,10,5,10874,279,2
1971,10,6,10344,280,3
1971,10,7,10292,281,4
1971,10,8,10396,282,5
1971,10,9,9070,283,6
1971,10,10,9060,284,7
1971,10,11,10266,285,1
1971,10,12,10530,286,2
1971,10,13,10210,287,3
1971,10,14,10186,288,4
1971,10,15,10180,289,5
1971,10,16,9150,290,6
1971,10,17,8504,291,7
1971,10,18,10198,292,1
1971,10,19,10490,293,2
1971,10,20,9870,294,3
1971,10,21,9990,295,4
1971,10,22,10042,296,5
1971,10,23,8732,297,6
1971,10,24,8416,298,7
1971,10,25,9566,299,1
1971,10,26,10054,300,2
1971,10,27,9896,301,3
1971,10,28,9802,302,4
1971,10,29,9922,303,5
1971,10,30,8614,304,6
1971,10,31,8616,305,7
1971,11,1,9636,306,1
1971,11,2,9966,307,2
1971,11,3,9794,308,3
1971,11,4,9516,309,4
1971,11,5,9862,310,5
1971,11,6,8700,311,6
1971,11,7,8232,312,7
1971,11,8,9740,313,1
1971,11,9,10166,314,2
1971,11,10,9690,315,3
1971,11,11,9560,316,4
1971,11,12,10108,317,5
1971,11,13,8848,318,6
1971,11,14,8358,319,7
1971,11,15,9860,320,1
1971,11,16,10138,321,2
1971,11,17,9726,322,3
1971,11,18,9838,323,4
1971,11,19,10136,324,5
1971,11,20,8932,325,6
1971,11,21,8286,326,7
1971,11,22,9894,327,1
1971,11,23,10132,328,2
1971,11,24,9586,329,3
1971,11,25,7566,330,4
1971,11,26,9142,331,5
1971,11,27,8562,332,6
1971,11,28,8240,333,7
1971,11,29,9748,334,1
1971,11,30,9766,335,2
1971,12,1,9634,336,3
1971,12,2,9166,337,4
1971,12,3,9292,338,5
1971,12,4,8792,339,6
1971,12,5,8254,340,7
1971,12,6,9732,341,1
1971,12,7,10026,342,2
1971,12,8,9564,343,3
1971,12,9,9526,344,4
1971,12,10,9878,345,5
1971,12,11,8588,346,6
1971,12,12,8102,347,7
1971,12,13,9502,348,1
1971,12,14,10186,349,2
1971,12,15,9886,350,3
1971,12,16,9770,351,4
1971,12,17,9936,352,5
1971,12,18,8522,353,6
1971,12,19,7952,354,7
1971,12,20,10102,355,1
1971,12,21,10306,356,2
1971,12,22,9018,357,3
1971,12,23,8266,358,4
1971,12,24,7826,359,5
1971,12,25,7240,360,6
1971,12,26,7620,361,7
1971,12,27,9692,362,1
1971,12,28,10494,363,2
1971,12,29,10180,364,3
1971,12,30,10156,365,4
1971,12,31,9174,366,5
1972,1,1,7693,1,6
1972,1,2,7795,2,7
1972,1,3,8936,3,1
1972,1,4,9241,4,2
1972,1,5,8952,5,3
1972,1,6,8738,6,4
1972,1,7,9330,7,5
1972,1,8,8242,8,6
1972,1,9,7911,9,7
1972,1,10,9347,10,1
1972,1,11,9788,11,2
1972,1,12,9312,12,3
1972,1,13,9285,13,4
1972,1,14,9622,14,5
1972,1,15,8035,15,6
1972,1,16,7664,16,7
1972,1,17,9422,17,1
1972,1,18,9872,18,2
1972,1,19,9426,19,3
1972,1,20,9341,20,4
1972,1,21,9368,21,5
1972,1,22,8810,22,6
1972,1,23,8148,23,7
1972,1,24,9646,24,1
1972,1,25,9778,25,2
1972,1,26,9156,26,3
1972,1,27,9056,27,4
1972,1,28,9177,28,5
1972,1,29,8232,29,6
1972,1,30,7926,30,7
1972,1,31,9271,31,1
1972,2,1,9663,32,2
1972,2,2,9370,33,3
1972,2,3,9227,34,4
1972,2,4,9359,35,5
1972,2,5,8323,36,6
1972,2,6,7965,37,7
1972,2,7,9295,38,1
1972,2,8,9598,39,2
1972,2,9,9000,40,3
1972,2,10,8945,41,4
1972,2,11,9357,42,5
1972,2,12,8571,43,6
1972,2,13,8009,44,7
1972,2,14,9864,45,1
1972,2,15,9667,46,2
1972,2,16,9574,47,3
1972,2,17,9425,48,4
1972,2,18,9652,49,5
1972,2,19,8350,50,6
1972,2,20,7936,51,7
1972,2,21,8807,52,1
1972,2,22,9715,53,2
1972,2,23,9357,54,3
1972,2,24,9239,55,4
1972,2,25,9495,56,5
1972,2,26,8601,57,6
1972,2,27,7591,58,7
1972,2,28,9297,59,1
1972,2,29,9582,60,2
1972,3,1,9621,61,3
1972,3,2,9275,62,4
1972,3,3,9605,63,5
1972,3,4,8424,64,6
1972,3,5,7720,65,7
1972,3,6,9126,66,1
1972,3,7,9482,67,2
1972,3,8,9231,68,3
1972,3,9,8905,69,4
1972,3,10,9110,70,5
1972,3,11,8243,71,6
1972,3,12,7865,72,7
1972,3,13,9267,73,1
1972,3,14,9593,74,2
1972,3,15,9246,75,3
1972,3,16,9046,76,4
1972,3,17,9489,77,5
1972,3,18,8076,78,6
1972,3,19,7658,79,7
1972,3,20,8805,80,1
1972,3,21,9060,81,2
1972,3,22,8921,82,3
1972,3,23,8878,83,4
1972,3,24,8893,84,5
1972,3,25,7926,85,6
1972,3,26,7549,86,7
1972,3,27,9083,87,1
1972,3,28,9267,88,2
1972,3,29,8881,89,3
1972,3,30,8644,90,4
1972,3,31,8740,91,5
1972,4,1,7558,92,6
1972,4,2,7359,93,7
1972,4,3,8704,94,1
1972,4,4,9321,95,2
1972,4,5,8887,96,3
1972,4,6,8971,97,4
1972,4,7,8970,98,5
1972,4,8,7891,99,6
1972,4,9,7535,100,7
1972,4,10,8698,101,1
1972,4,11,9180,102,2
1972,4,12,8967,103,3
1972,4,13,8987,104,4
1972,4,14,9192,105,5
1972,4,15,8107,106,6
1972,4,16,7565,107,7
1972,4,17,8859,108,1
1972,4,18,9301,109,2
1972,4,19,8827,110,3
1972,4,20,8828,111,4
1972,4,21,8719,112,5
1972,4,22,7833,113,6
1972,4,23,7335,114,7
1972,4,24,8906,115,1
1972,4,25,9313,116,2
1972,4,26,8644,117,3
1972,4,27,8719,118,4
1972,4,28,8852,119,5
1972,4,29,7807,120,6
1972,4,30,7212,121,7
1972,5,1,9045,122,1
1972,5,2,9333,123,2
1972,5,3,9100,124,3
1972,5,4,8754,125,4
1972,5,5,8919,126,5
1972,5,6,7789,127,6
1972,5,7,7607,128,7
1972,5,8,8976,129,1
1972,5,9,9274,130,2
1972,5,10,8908,131,3
1972,5,11,8746,132,4
1972,5,12,9080,133,5
1972,5,13,8026,134,6
1972,5,14,7529,135,7
1972,5,15,9059,136,1
1972,5,16,9373,137,2
1972,5,17,9107,138,3
1972,5,18,8809,139,4
1972,5,19,9016,140,5
1972,5,20,8032,141,6
1972,5,21,7368,142,7
1972,5,22,9248,143,1
1972,5,23,9655,144,2
1972,5,24,9146,145,3
1972,5,25,9293,146,4
1972,5,26,8986,147,5
1972,5,27,7975,148,6
1972,5,28,7607,149,7
1972,5,29,7852,150,1
1972,5,30,9202,151,2
1972,5,31,9451,152,3
1972,6,1,9177,153,4
1972,6,2,8857,154,5
1972,6,3,8075,155,6
1972,6,4,7587,156,7
1972,6,5,8727,157,1
1972,6,6,9273,158,2
1972,6,7,9083,159,3
1972,6,8,8764,160,4
1972,6,9,9117,161,5
1972,6,10,8135,162,6
1972,6,11,7338,163,7
1972,6,12,8697,164,1
1972,6,13,9204,165,2
1972,6,14,8860,166,3
1972,6,15,8931,167,4
1972,6,16,9198,168,5
1972,6,17,7780,169,6
1972,6,18,7438,170,7
1972,6,19,8850,171,1
1972,6,20,9169,172,2
1972,6,21,8832,173,3
1972,6,22,8539,174,4
1972,6,23,8787,175,5
1972,6,24,7905,176,6
1972,6,25,7587,177,7
1972,6,26,9199,178,1
1972,6,27,9415,179,2
1972,6,28,9275,180,3
1972,6,29,9215,181,4
1972,6,30,9179,182,5
1972,7,1,8493,183,6
1972,7,2,7725,184,7
1972,7,3,8752,185,1
1972,7,4,8093,186,2
1972,7,5,8920,187,3
1972,7,6,9253,188,4
1972,7,7,9510,189,5
1972,7,8,8622,190,6
1972,7,9,7656,191,7
1972,7,10,9262,192,1
1972,7,11,9635,193,2
1972,7,12,9738,194,3
1972,7,13,9390,195,4
1972,7,14,9657,196,5
1972,7,15,8746,197,6
1972,7,16,7968,198,7
1972,7,17,9534,199,1
1972,7,18,9719,200,2
1972,7,19,9235,201,3
1972,7,20,9548,202,4
1972,7,21,9664,203,5
1972,7,22,8595,204,6
1972,7,23,7954,205,7
1972,7,24,9485,206,1
1972,7,25,9662,207,2
1972,7,26,9146,208,3
1972,7,27,9493,209,4
1972,7,28,9506,210,5
1972,7,29,8441,211,6
1972,7,30,7710,212,7
1972,7,31,9140,213,1
1972,8,1,9836,214,2
1972,8,2,9380,215,3
1972,8,3,9300,216,4
1972,8,4,9492,217,5
1972,8,5,8509,218,6
1972,8,6,7962,219,7
1972,8,7,9290,220,1
1972,8,8,10055,221,2
1972,8,9,9481,222,3
1972,8,10,9386,223,4
1972,8,11,9330,224,5
1972,8,12,8708,225,6
1972,8,13,8065,226,7
1972,8,14,9539,227,1
1972,8,15,10129,228,2
1972,8,16,9698,229,3
1972,8,17,9602,230,4
1972,8,18,9798,231,5
1972,8,19,8620,232,6
1972,8,20,8287,233,7
1972,8,21,9669,234,1
1972,8,22,10160,235,2
1972,8,23,9494,236,3
1972,8,24,9410,237,4
1972,8,25,9716,238,5
1972,8,26,8718,239,6
1972,8,27,8022,240,7
1972,8,28,9744,241,1
1972,8,29,10034,242,2
1972,8,30,9583,243,3
1972,8,31,9529,244,4
1972,9,1,9543,245,5
1972,9,2,8408,246,6
1972,9,3,8067,247,7
1972,9,4,8194,248,1
1972,9,5,9660,249,2
1972,9,6,9819,250,3
1972,9,7,9824,251,4
1972,9,8,10143,252,5
1972,9,9,8826,253,6
1972,9,10,8233,254,7
1972,9,11,9771,255,1
1972,9,12,10019,256,2
1972,9,13,9794,257,3
1972,9,14,10035,258,4
1972,9,15,10279,259,5
1972,9,16,9201,260,6
1972,9,17,8539,261,7
1972,9,18,9905,262,1
1972,9,19,10073,263,2
1972,9,20,9922,264,3
1972,9,21,9724,265,4
1972,9,22,9782,266,5
1972,9,23,8777,267,6
1972,9,24,8455,268,7
1972,9,25,9835,269,1
1972,9,26,10153,270,2
1972,9,27,9912,271,3
1972,9,28,9594,272,4
1972,9,29,9676,273,5
1972,9,30,8851,274,6
1972,10,1,7982,275,7
1972,10,2,9631,276,1
1972,10,3,9520,277,2
1972,10,4,9523,278,3
1972,10,5,9443,279,4
1972,10,6,9729,280,5
1972,10,7,8409,281,6
1972,10,8,7904,282,7
1972,10,9,9155,283,1
1972,10,10,9766,284,2
1972,10,11,9160,285,3
1972,10,12,9496,286,4
1972,10,13,9283,287,5
1972,10,14,8226,288,6
1972,10,15,7884,289,7
1972,10,16,9104,290,1
1972,10,17,9403,291,2
1972,10,18,9057,292,3
1972,10,19,9007,293,4
1972,10,20,9124,294,5
1972,10,21,7980,295,6
1972,10,22,7705,296,7
1972,10,23,8991,297,1
1972,10,24,9348,298,2
1972,10,25,9052,299,3
1972,10,26,8839,300,4
1972,10,27,9030,301,5
1972,10,28,7995,302,6
1972,10,29,7907,303,7
1972,10,30,8934,304,1
1972,10,31,9292,305,2
1972,11,1,9021,306,3
1972,11,2,8837,307,4
1972,11,3,9318,308,5
1972,11,4,8099,309,6
1972,11,5,7465,310,7
1972,11,6,9256,311,1
1972,11,7,9429,312,2
1972,11,8,9240,313,3
1972,11,9,9064,314,4
1972,11,10,9241,315,5
1972,11,11,8524,316,6
1972,11,12,7808,317,7
1972,11,13,9000,318,1
1972,11,14,9446,319,2
1972,11,15,9051,320,3
1972,11,16,9052,321,4
1972,11,17,9291,322,5
1972,11,18,8082,323,6
1972,11,19,7806,324,7
1972,11,20,9506,325,1
1972,11,21,9546,326,2
1972,11,22,9157,327,3
1972,11,23,7403,328,4
1972,11,24,8603,329,5
1972,11,25,8307,330,6
1972,11,26,7790,331,7
1972,11,27,9374,332,1
1972,11,28,9663,333,2
1972,11,29,9178,334,3
1972,11,30,9056,335,4
1972,12,1,9060,336,5
1972,12,2,8109,337,6
1972,12,3,7883,338,7
1972,12,4,9296,339,1
1972,12,5,9677,340,2
1972,12,6,9279,341,3
1972,12,7,9126,342,4
1972,12,8,9010,343,5
1972,12,9,8241,344,6
1972,12,10,7882,345,7
1972,12,11,9439,346,1
1972,12,12,9902,347,2
1972,12,13,9356,348,3
1972,12,14,9277,349,4
1972,12,15,9706,350,5
1972,12,16,8676,351,6
1972,12,17,7770,352,7
1972,12,18,10101,353,1
1972,12,19,10264,354,2
1972,12,20,9800,355,3
1972,12,21,9431,356,4
1972,12,22,8767,357,5
1972,12,23,7566,358,6
1972,12,24,7177,359,7
1972,12,25,7241,360,1
1972,12,26,8785,361,2
1972,12,27,9832,362,3
1972,12,28,10023,363,4
1972,12,29,10026,364,5
1972,12,30,8557,365,6
1972,12,31,7812,366,7
1973,1,1,7391,1,1
1973,1,2,8242,2,2
1973,1,3,8966,3,3
1973,1,4,8879,4,4
1973,1,5,8859,5,5
1973,1,6,7766,6,6
1973,1,7,7309,7,7
1973,1,8,8586,8,1
1973,1,9,8706,9,2
1973,1,10,8679,10,3
1973,1,11,8950,11,4
1973,1,12,9185,12,5
1973,1,13,8184,13,6
1973,1,14,7560,14,7
1973,1,15,8903,15,1
1973,1,16,9349,16,2
1973,1,17,9196,17,3
1973,1,18,9064,18,4
1973,1,19,9387,19,5
1973,1,20,8022,20,6
1973,1,21,7619,21,7
1973,1,22,9039,22,1
1973,1,23,9272,23,2
1973,1,24,8886,24,3
1973,1,25,8959,25,4
1973,1,26,9037,26,5
1973,1,27,8022,27,6
1973,1,28,7827,28,7
1973,1,29,8989,29,1
1973,1,30,8759,30,2
1973,1,31,8837,31,3
1973,2,1,8495,32,4
1973,2,2,8877,33,5
1973,2,3,8127,34,6
1973,2,4,7487,35,7
1973,2,5,9013,36,1
1973,2,6,9232,37,2
1973,2,7,8828,38,3
1973,2,8,8799,39,4
1973,2,9,9005,40,5
1973,2,10,8121,41,6
1973,2,11,7411,42,7
1973,2,12,8905,43,1
1973,2,13,8896,44,2
1973,2,14,9123,45,3
1973,2,15,8905,46,4
1973,2,16,8941,47,5
1973,2,17,8154,48,6
1973,2,18,7409,49,7
1973,2,19,8613,50,1
1973,2,20,9140,51,2
1973,2,21,9342,52,3
1973,2,22,8816,53,4
1973,2,23,8933,54,5
1973,2,24,8350,55,6
1973,2,25,7893,56,7
1973,2,26,8867,57,1
1973,2,27,9027,58,2
1973,2,28,8934,59,3
1973,3,1,9049,61,4
1973,3,2,9250,62,5
1973,3,3,8431,63,6
1973,3,4,7834,64,7
1973,3,5,8982,65,1
1973,3,6,9410,66,2
1973,3,7,9087,67,3
1973,3,8,9036,68,4
1973,3,9,9100,69,5
1973,3,10,8215,70,6
1973,3,11,7675,71,7
1973,3,12,9191,72,1
1973,3,13,9411,73,2
1973,3,14,8913,74,3
1973,3,15,9092,75,4
1973,3,16,8899,76,5
1973,3,17,8060,77,6
1973,3,18,7573,78,7
1973,3,19,8728,79,1
1973,3,20,9052,80,2
1973,3,21,8797,81,3
1973,3,22,8804,82,4
1973,3,23,8970,83,5
1973,3,24,7848,84,6
1973,3,25,7603,85,7
1973,3,26,8968,86,1
1973,3,27,9110,87,2
1973,3,28,8752,88,3
1973,3,29,8836,89,4
1973,3,30,8919,90,5
1973,3,31,7887,91,6
1973,4,1,7495,92,7
1973,4,2,8906,93,1
1973,4,3,9035,94,2
1973,4,4,8766,95,3
1973,4,5,8507,96,4
1973,4,6,8615,97,5
1973,4,7,8060,98,6
1973,4,8,7355,99,7
1973,4,9,8449,100,1
1973,4,10,8843,101,2
1973,4,11,8781,102,3
1973,4,12,8613,103,4
1973,4,13,8616,104,5
1973,4,14,7445,105,6
1973,4,15,7167,106,7
1973,4,16,8659,107,1
1973,4,17,8917,108,2
1973,4,18,8891,109,3
1973,4,19,8672,110,4
1973,4,20,8540,111,5
1973,4,21,7579,112,6
1973,4,22,6954,113,7
1973,4,23,8372,114,1
1973,4,24,8757,115,2
1973,4,25,8352,116,3
1973,4,26,8508,117,4
1973,4,27,8537,118,5
1973,4,28,7390,119,6
1973,4,29,6757,120,7
1973,4,30,8514,121,1
1973,5,1,8846,122,2
1973,5,2,8501,123,3
1973,5,3,8321,124,4
1973,5,4,8296,125,5
1973,5,5,7546,126,6
1973,5,6,6892,127,7
1973,5,7,8274,128,1
1973,5,8,8980,129,2
1973,5,9,8626,130,3
1973,5,10,8438,131,4
1973,5,11,8619,132,5
1973,5,12,7439,133,6
1973,5,13,6989,134,7
1973,5,14,8236,135,1
1973,5,15,8776,136,2
1973,5,16,8545,137,3
1973,5,17,8549,138,4
1973,5,18,8584,139,5
1973,5,19,7699,140,6
1973,5,20,7165,141,7
1973,5,21,8661,142,1
1973,5,22,8767,143,2
1973,5,23,8506,144,3
1973,5,24,8429,145,4
1973,5,25,9097,146,5
1973,5,26,7708,147,6
1973,5,27,7179,148,7
1973,5,28,7303,149,1
1973,5,29,8909,150,2
1973,5,30,8785,151,3
1973,5,31,8588,152,4
1973,6,1,8855,153,5
1973,6,2,7846,154,6
1973,6,3,7209,155,7
1973,6,4,8505,156,1
1973,6,5,8898,157,2
1973,6,6,8706,158,3
1973,6,7,8786,159,4
1973,6,8,8801,160,5
1973,6,9,7930,161,6
1973,6,10,7330,162,7
1973,6,11,8896,163,1
1973,6,12,9026,164,2
1973,6,13,8730,165,3
1973,6,14,8625,166,4
1973,6,15,8822,167,5
1973,6,16,8025,168,6
1973,6,17,7405,169,7
1973,6,18,8959,170,1
1973,6,19,9046,171,2
1973,6,20,8702,172,3
1973,6,21,8782,173,4
1973,6,22,8928,174,5
1973,6,23,7782,175,6
1973,6,24,7281,176,7
1973,6,25,8790,177,1
1973,6,26,9081,178,2
1973,6,27,9012,179,3
1973,6,28,9068,180,4
1973,6,29,9008,181,5
1973,6,30,7931,182,6
1973,7,1,7561,183,7
1973,7,2,9003,184,1
1973,7,3,9829,185,2
1973,7,4,7910,186,3
1973,7,5,9168,187,4
1973,7,6,9450,188,5
1973,7,7,8352,189,6
1973,7,8,7787,190,7
1973,7,9,9326,191,1
1973,7,10,9627,192,2
1973,7,11,9197,193,3
1973,7,12,8939,194,4
1973,7,13,9028,195,5
1973,7,14,8445,196,6
1973,7,15,7551,197,7
1973,7,16,9090,198,1
1973,7,17,9639,199,2
1973,7,18,9272,200,3
1973,7,19,9290,201,4
1973,7,20,9470,202,5
1973,7,21,8295,203,6
1973,7,22,7644,204,7
1973,7,23,9236,205,1
1973,7,24,9450,206,2
1973,7,25,9493,207,3
1973,7,26,9332,208,4
1973,7,27,9416,209,5
1973,7,28,8424,210,6
1973,7,29,7745,211,7
1973,7,30,9225,212,1
1973,7,31,9702,213,2
1973,8,1,9437,214,3
1973,8,2,9399,215,4
1973,8,3,9421,216,5
1973,8,4,8095,217,6
1973,8,5,7616,218,7
1973,8,6,9444,219,1
1973,8,7,9770,220,2
1973,8,8,9598,221,3
1973,8,9,9418,222,4
1973,8,10,9829,223,5
1973,8,11,8192,224,6
1973,8,12,7908,225,7
1973,8,13,9208,226,1
1973,8,14,9842,227,2
1973,8,15,9540,228,3
1973,8,16,9283,229,4
1973,8,17,9309,230,5
1973,8,18,8280,231,6
1973,8,19,7781,232,7
1973,8,20,9467,233,1
1973,8,21,9641,234,2
1973,8,22,9417,235,3
1973,8,23,9049,236,4
1973,8,24,9348,237,5
1973,8,25,8320,238,6
1973,8,26,7978,239,7
1973,8,27,9497,240,1
1973,8,28,9701,241,2
1973,8,29,9408,242,3
1973,8,30,9556,243,4
1973,8,31,9391,244,5
1973,9,1,8400,245,6
1973,9,2,7707,246,7
1973,9,3,7781,247,1
1973,9,4,9514,248,2
1973,9,5,9897,249,3
1973,9,6,9211,250,4
1973,9,7,9417,251,5
1973,9,8,8257,252,6
1973,9,9,7961,253,7
1973,9,10,9165,254,1
1973,9,11,9701,255,2
1973,9,12,9303,256,3
1973,9,13,9106,257,4
1973,9,14,9669,258,5
1973,9,15,8507,259,6
1973,9,16,7994,260,7
1973,9,17,9538,261,1
1973,9,18,9625,262,2
1973,9,19,9364,263,3
1973,9,20,9768,264,4
1973,9,21,9617,265,5
1973,9,22,8731,266,6
1973,9,23,8256,267,7
1973,9,24,9611,268,1
1973,9,25,10089,269,2
1973,9,26,9795,270,3
1973,9,27,9597,271,4
1973,9,28,9547,272,5
1973,9,29,8433,273,6
1973,9,30,8014,274,7
1973,10,1,9297,275,1
1973,10,2,9676,276,2
1973,10,3,9069,277,3
1973,10,4,8949,278,4
1973,10,5,9247,279,5
1973,10,6,8174,280,6
1973,10,7,7616,281,7
1973,10,8,9056,282,1
1973,10,9,9309,283,2
1973,10,10,9127,284,3
1973,10,11,8822,285,4
1973,10,12,8928,286,5
1973,10,13,7928,287,6
1973,10,14,7443,288,7
1973,10,15,8823,289,1
1973,10,16,9105,290,2
1973,10,17,8714,291,3
1973,10,18,8702,292,4
1973,10,19,8853,293,5
1973,10,20,7637,294,6
1973,10,21,7046,295,7
1973,10,22,8430,296,1
1973,10,23,9255,297,2
1973,10,24,8805,298,3
1973,10,25,8507,299,4
1973,10,26,8753,300,5
1973,10,27,7746,301,6
1973,10,28,7374,302,7
1973,10,29,8564,303,1
1973,10,30,8728,304,2
1973,10,31,8695,305,3
1973,11,1,8763,306,4
1973,11,2,8759,307,5
1973,11,3,7741,308,6
1973,11,4,7245,309,7
1973,11,5,8712,310,1
1973,11,6,8608,311,2
1973,11,7,8716,312,3
1973,11,8,8646,313,4
1973,11,9,8997,314,5
1973,11,10,7859,315,6
1973,11,11,7420,316,7
1973,11,12,8684,317,1
1973,11,13,9149,318,2
1973,11,14,8839,319,3
1973,11,15,8721,320,4
1973,11,16,9139,321,5
1973,11,17,7877,322,6
1973,11,18,7420,323,7
1973,11,19,8875,324,1
1973,11,20,9399,325,2
1973,11,21,8596,326,3
1973,11,22,7049,327,4
1973,11,23,8242,328,5
1973,11,24,7760,329,6
1973,11,25,7379,330,7
1973,11,26,9052,331,1
1973,11,27,9345,332,2
1973,11,28,8592,333,3
1973,11,29,8552,334,4
1973,11,30,8590,335,5
1973,12,1,7667,336,6
1973,12,2,7312,337,7
1973,12,3,8739,338,1
1973,12,4,9104,339,2
1973,12,5,8799,340,3
1973,12,6,8649,341,4
1973,12,7,8481,342,5
1973,12,8,7682,343,6
1973,12,9,7456,344,7
1973,12,10,8892,345,1
1973,12,11,9058,346,2
1973,12,12,8794,347,3
1973,12,13,8751,348,4
1973,12,14,9177,349,5
1973,12,15,7821,350,6
1973,12,16,7664,351,7
1973,12,17,9410,352,1
1973,12,18,9536,353,2
1973,12,19,9317,354,3
1973,12,20,8981,355,4
1973,12,21,8931,356,5
1973,12,22,7585,357,6
1973,12,23,7012,358,7
1973,12,24,7300,359,1
1973,12,25,6964,360,2
1973,12,26,8136,361,3
1973,12,27,9509,362,4
1973,12,28,9950,363,5
1973,12,29,8320,364,6
1973,12,30,7365,365,7
1973,12,31,8966,366,1
1974,1,1,7002,1,2
1974,1,2,7809,2,3
1974,1,3,8377,3,4
1974,1,4,8851,4,5
1974,1,5,7827,5,6
1974,1,6,7093,6,7
1974,1,7,8623,7,1
1974,1,8,8786,8,2
1974,1,9,8346,9,3
1974,1,10,8682,10,4
1974,1,11,9044,11,5
1974,1,12,7769,12,6
1974,1,13,7352,13,7
1974,1,14,8796,14,1
1974,1,15,8939,15,2
1974,1,16,8732,16,3
1974,1,17,8604,17,4
1974,1,18,8971,18,5
1974,1,19,7751,19,6
1974,1,20,7479,20,7
1974,1,21,9058,21,1
1974,1,22,8767,22,2
1974,1,23,8457,23,3
1974,1,24,8692,24,4
1974,1,25,8690,25,5
1974,1,26,7799,26,6
1974,1,27,7541,27,7
1974,1,28,8462,28,1
1974,1,29,8911,29,2
1974,1,30,8439,30,3
1974,1,31,8620,31,4
1974,2,1,8768,32,5
1974,2,2,7853,33,6
1974,2,3,7432,34,7
1974,2,4,8651,35,1
1974,2,5,8892,36,2
1974,2,6,8792,37,3
1974,2,7,8705,38,4
1974,2,8,8822,39,5
1974,2,9,7692,40,6
1974,2,10,7150,41,7
1974,2,11,8766,42,1
1974,2,12,8924,43,2
1974,2,13,8808,44,3
1974,2,14,8895,45,4
1974,2,15,9034,46,5
1974,2,16,7939,47,6
1974,2,17,7456,48,7
1974,2,18,8637,49,1
1974,2,19,9016,50,2
1974,2,20,8909,51,3
1974,2,21,8748,52,4
1974,2,22,9060,53,5
1974,2,23,8151,54,6
1974,2,24,7558,55,7
1974,2,25,8512,56,1
1974,2,26,8856,57,2
1974,2,27,8710,58,3
1974,2,28,8534,59,4
1974,3,1,8917,61,5
1974,3,2,8083,62,6
1974,3,3,7650,63,7
1974,3,4,8890,64,1
1974,3,5,9270,65,2
1974,3,6,8686,66,3
1974,3,7,8640,67,4
1974,3,8,8964,68,5
1974,3,9,7950,69,6
1974,3,10,7417,70,7
1974,3,11,8837,71,1
1974,3,12,8884,72,2
1974,3,13,8507,73,3
1974,3,14,8402,74,4
1974,3,15,8890,75,5
1974,3,16,7834,76,6
1974,3,17,7226,77,7
1974,3,18,8694,78,1
1974,3,19,8978,79,2
1974,3,20,8455,80,3
1974,3,21,8400,81,4
1974,3,22,8668,82,5
1974,3,23,7773,83,6
1974,3,24,7034,84,7
1974,3,25,8570,85,1
1974,3,26,8756,86,2
1974,3,27,8515,87,3
1974,3,28,8461,88,4
1974,3,29,8639,89,5
1974,3,30,7526,90,6
1974,3,31,7305,91,7
1974,4,1,8550,92,1
1974,4,2,9148,93,2
1974,4,3,8571,94,3
1974,4,4,8517,95,4
1974,4,5,8656,96,5
1974,4,6,7455,97,6
1974,4,7,7051,98,7
1974,4,8,8436,99,1
1974,4,9,8917,100,2
1974,4,10,8446,101,3
1974,4,11,8259,102,4
1974,4,12,8386,103,5
1974,4,13,7609,104,6
1974,4,14,7032,105,7
1974,4,15,8342,106,1
1974,4,16,8615,107,2
1974,4,17,8602,108,3
1974,4,18,8333,109,4
1974,4,19,8587,110,5
1974,4,20,7480,111,6
1974,4,21,7208,112,7
1974,4,22,8497,113,1
1974,4,23,9035,114,2
1974,4,24,8665,115,3
1974,4,25,8556,116,4
1974,4,26,8762,117,5
1974,4,27,7490,118,6
1974,4,28,7055,119,7
1974,4,29,8332,120,1
1974,4,30,8677,121,2
1974,5,1,8574,122,3
1974,5,2,8238,123,4
1974,5,3,8660,124,5
1974,5,4,7384,125,6
1974,5,5,6928,126,7
1974,5,6,8317,127,1
1974,5,7,8886,128,2
1974,5,8,8484,129,3
1974,5,9,8525,130,4
1974,5,10,8595,131,5
1974,5,11,7710,132,6
1974,5,12,7086,133,7
1974,5,13,8639,134,1
1974,5,14,8886,135,2
1974,5,15,9020,136,3
1974,5,16,8630,137,4
1974,5,17,8873,138,5
1974,5,18,7667,139,6
1974,5,19,6896,140,7
1974,5,20,8793,141,1
1974,5,21,9061,142,2
1974,5,22,8776,143,3
1974,5,23,8577,144,4
1974,5,24,8924,145,5
1974,5,25,7593,146,6
1974,5,26,6932,147,7
1974,5,27,7460,148,1
1974,5,28,8570,149,2
1974,5,29,9063,150,3
1974,5,30,8958,151,4
1974,5,31,9050,152,5
1974,6,1,7448,153,6
1974,6,2,7046,154,7
1974,6,3,8314,155,1
1974,6,4,8910,156,2
1974,6,5,8737,157,3
1974,6,6,8599,158,4
1974,6,7,9110,159,5
1974,6,8,7471,160,6
1974,6,9,7181,161,7
1974,6,10,8939,162,1
1974,6,11,8754,163,2
1974,6,12,8603,164,3
1974,6,13,8456,165,4
1974,6,14,8898,166,5
1974,6,15,7666,167,6
1974,6,16,7211,168,7
1974,6,17,8676,169,1
1974,6,18,9016,170,2
